SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
332 15.55 8.64 -99.18 -0.31 -0.39 10.63 -0.02 0.03 0.02
333 15.55 8.64 -99.18 -0.27 -0.43 10.67 -0.02 0.03 0.02
334 15.55 8.64 -99.18 -0.24 -0.39 10.67 -0.02 0.03 0.03
335 15.64 8.45 -99.49 -0.24 -0.39 10.63 -0.03 0.03 0.03
336 15.64 8.45 -99.49 -0.24 -0.39 10.63 -0.02 0.02 0.02
337 15.64 8.45 -99.49 -0.31 -0.43 10.71 -0.02 0.02 0.02
338 15.64 8.45 -99.49 -0.27 -0.47 10.59 -0.02 0.03 0.03
339 15.64 8.45 -99.49 -0.20 -0.47 10.79 -0.03 0.04 0.03
340 15.64 8.45 -99.49 -0.20 -0.43 10.71 -0.03 0.03 0.03
341 15.64 8.45 -99.49 -0.20 -0.43 10.67 -0.02 0.02 0.03
342 15.09 8.55 -99.29 -0.16 -0.47 10.87 -0.02 0.02 0.03
343 15.09 8.55 -99.29 -0.24 -0.43 10.67 -0.02 0.02 0.03
344 15.09 8.55 -99.29 -0.20 -0.43 10.55 -0.03 0.03 0.04
345 15.09 8.55 -99.29 -0.20 -0.47 10.75 -0.03 0.03 0.03
346 15.09 8.55 -99.29 -0.24 -0.43 10.63 -0.03 0.03 0.02
347 15.09 8.55 -99.29 -0.24 -0.47 10.63 -0.02 0.02 0.02
348 15.36 8.64 -99.39 -0.24 -0.43 10.63 -0.02 0.03 0.02
349 15.36 8.64 -99.39 -0.27 -0.43 10.59 -0.03 0.03 0.03
350 15.36 8.64 -99.39 -0.27 -0.43 10.67 -0.03 0.03 0.03
351 15.36 8.64 -99.39 -0.20 -0.47 10.63 -0.03 0.02 0.03
352 15.36 8.64 -99.39 -0.27 -0.47 10.67 -0.02 0.02 0.03
353 15.36 8.64 -99.39 -0.24 -0.39 10.63 -0.02 0.02 0.03
354 15.36 8.64 -99.39 -0.27 -0.35 10.67 -0.02 0.03 0.03
355 15.27 8.64 -99.49 -0.27 -0.43 10.67 -0.02 0.03 0.02
356 15.27 8.64 -99.49 -0.24 -0.39 10.67 -0.03 0.03 0.02
357 15.27 8.64 -99.49 -0.24 -0.39 10.71 -0.02 0.02 0.03
358 15.27 8.64 -99.49 -0.20 -0.39 10.55 -0.02 0.02 0.02
359 15.27 8.64 -99.49 -0.24 -0.39 10.67 -0.02 0.03 0.03
360 15.27 8.64 -99.49 -0.20 -0.47 10.71 -0.02 0.04 0.02
361 15.27 8.64 -99.49 -0.20 -0.47 10.47 -0.02 0.04 0.02
362 15.36 8.55 -99.49 -0.31 -0.35 10.47 -0.02 0.03 0.02
363 15.36 8.55 -99.49 -0.24 -0.43 10.83 -0.02 0.02 0.03
364 15.36 8.55 -99.49 -0.24 -0.43 10.47 -0.02 0.02 0.03
365 15.36 8.55 -99.49 -0.24 -0.43 10.83 -0.02 0.03 0.02
366 15.36 8.55 -99.49 -0.27 -0.47 10.59 -0.03 0.03 0.03
367 15.36 8.55 -99.49 -0.16 -0.43 10.55 -0.02 0.03 0.03
368 15.36 8.55 -99.49 -0.20 -0.39 10.83 -0.02 0.02 0.03
369 15.27 8.36 -99.39 -0.24 -0.47 10.63 -0.02 0.02 0.03
370 15.27 8.36 -99.39 -0.27 -0.43 10.59 -0.02 0.03 0.03
371 15.27 8.36 -99.39 -0.20 -0.43 10.71 -0.02 0.03 0.03
372 15.27 8.36 -99.39 -0.20 -0.47 10.71 -0.02 0.03 0.02
373 15.27 8.36 -99.39 -0.27 -0.43 10.63 -0.02 0.03 0.03
374 15.27 8.36 -99.39 -0.24 -0.43 10.59 -0.02 0.02 0.03
375 15.27 8.36 -99.39 -0.24 -0.39 10.67 -0.02 0.02 0.03
376 15.36 8.45 -99.59 -0.24 -0.43 10.71 -0.02 0.03 0.02
377 15.36 8.45 -99.59 -0.24 -0.43 10.63 -0.02 0.03 0.02
378 15.36 8.45 -99.59 -0.24 -0.43 10.71 -0.02 0.03 0.03
379 15.36 8.45 -99.59 -0.24 -0.47 10.71 -0.02 0.02 0.03
380 15.36 8.45 -99.59 -0.24 -0.43 10.63 -0.02 0.03 0.03
381 15.36 8.45 -99.59 -0.24 -0.43 10.67 -0.02 0.03 0.03
382 15.55 8.45 -99.39 -0.27 -0.47 10.67 -0.02 0.03 0.03
383 15.55 8.45 -99.39 -0.27 -0.51 10.67 -0.02 0.03 0.03
384 15.55 8.45 -99.39 -0.24 -0.47 10.63 -0.02 0.03 0.02
385 15.55 8.45 -99.39 -0.27 -0.43 10.67 -0.02 0.02 0.02
386 15.55 8.45 -99.39 -0.31 -0.43 10.67 -0.02 0.03 0.02
387 15.55 8.45 -99.39 -0.31 -0.43 10.36 -0.02 0.03 0.02
388 15.55 8.45 -99.39 -0.20 -0.47 10.43 -0.02 0.03 0.02
389 15.36 8.45 -99.49 -0.31 -0.43 10.71 -0.02 0.02 0.02
390 15.36 8.45 -99.49 -0.12 -0.47 10.67 -0.02 0.02 0.02
391 15.36 8.45 -99.49 -0.20 -0.43 10.71 -0.02 0.02 0.03
392 15.36 8.45 -99.49 -0.27 -0.39 10.59 -0.02 0.03 0.03
393 15.36 8.45 -99.49 -0.31 -0.39 10.71 -0.03 0.03 0.03
394 15.36 8.45 -99.49 -0.27 -0.43 10.55 -0.02 0.03 0.02
395 15.36 8.45 -99.49 -0.31 -0.43 10.51 -0.02 0.02 0.03
396 15.45 8.64 -99.49 -0.20 -0.39 10.75 -0.02 0.02 0.03
397 15.45 8.64 -99.49 -0.20 -0.39 10.67 -0.02 0.03 0.03
398 15.45 8.64 -99.49 -0.24 -0.43 10.67 -0.02 0.03 0.03
399 15.45 8.64 -99.49 -0.24 -0.51 10.63 -0.02 0.03 0.03
400 15.45 8.64 -99.49 -0.24 -0.43 10.67 -0.02 0.03 0.03
401 15.45 8.64 -99.49 -0.24 -0.43 10.67 -0.02 0.02 0.03
402 15.45 8.64 -99.49 -0.20 -0.47 10.67 -0.02 0.02 0.03
403 15.55 8.45 -99.59 -0.24 -0.47 10.79 -0.02 0.03 0.03
404 15.55 8.45 -99.59 -0.24 -0.47 10.63 -0.02 0.03 0.02
405 15.55 8.45 -99.59 -0.24 -0.51 10.67 -0.02 0.03 0.02
406 15.55 8.45 -99.59 -0.27 -0.47 10.63 -0.02 0.02 0.03
407 15.55 8.45 -99.59 -0.27 -0.43 10.67 -0.02 0.02 0.04
408 15.55 8.45 -99.59 -0.20 -0.47 10.55 -0.02 0.03 0.04
409 15.55 8.45 -99.59 -0.27 -0.43 10.75 -0.02 0.03 0.04
410 15.55 8.45 -99.59 -0.31 -0.47 10.59 -0.02 0.03 0.04
411 15.55 8.45 -99.59 -0.16 -0.39 10.63 -0.02 0.03 0.03
412 15.55 8.45 -99.59 -0.31 -0.51 10.59 -0.02 0.02 0.04
413 15.55 8.45 -99.59 -0.31 -0.51 10.59 -0.02 0.03 0.03
414 15.55 8.45 -99.59 -0.27 -0.39 10.83 -0.02 0.03 0.03
415 15.55 8.45 -99.59 -0.16 -0.43 10.59 -0.02 0.03 0.03
416 15.45 8.36 -99.69 -0.20 -0.51 10.59 -0.02 0.02 0.03
417 15.45 8.36 -99.69 -0.20 -0.47 10.59 -0.02 0.02 0.03
418 15.45 8.36 -99.69 -0.24 -0.43 10.75 -0.02 0.03 0.03
419 15.45 8.36 -99.69 -0.31 -0.39 10.51 -0.02 0.03 0.03
420 15.45 8.36 -99.69 -0.24 -0.51 10.71 -0.03 0.03 0.03
421 15.45 8.36 -99.69 -0.24 -0.43 10.63 -0.02 0.03 0.03
422 15.45 8.36 -99.69 -0.27 -0.43 10.59 -0.02 0.02 0.03
423 15.73 8.18 -99.59 -0.24 -0.47 10.63 -0.02 0.02 0.03
424 15.73 8.18 -99.59 -0.20 -0.47 10.67 -0.02 0.03 0.03
425 15.73 8.18 -99.59 -0.27 -0.47 10.75 -0.03 0.03 0.03
426 15.73 8.18 -99.59 -0.20 -0.47 10.63 -0.02 0.03 0.04
427 15.73 8.18 -99.59 -0.24 -0.43 10.67 -0.02 0.02 0.03
428 15.73 8.18 -99.59 -0.20 -0.43 10.63 -0.02 0.02 0.02
429 15.73 8.18 -99.59 -0.24 -0.47 10.63 -0.02 0.02 0.02
430 15.64 8.45 -99.39 -0.20 -0.43 10.67 -0.03 0.03 0.03
431 15.64 8.45 -99.39 -0.27 -0.47 10.67 -0.03 0.03 0.04
432 15.64 8.45 -99.39 -0.20 -0.43 10.75 -0.02 0.03 0.03
433 15.64 8.45 -99.39 -0.24 -0.51 10.63 -0.02 0.02 0.03
434 15.64 8.45 -99.39 -0.24 -0.55 10.67 -0.02 0.02 0.03
435 15.64 8.45 -99.39 -0.27 -0.51 10.67 -0.03 0.03 0.03
436 15.64 8.45 -99.39 -0.20 -0.43 10.67 -0.03 0.03 0.03
437 15.64 8.36 -99.39 -0.27 -0.47 10.63 -0.02 0.02 0.03
438 15.64 8.36 -99.39 -0.27 -0.39 10.75 -0.02 0.02 0.07
439 15.64 8.36 -99.39 -0.20 -0.39 10.75 -0.02 0.02 0.04
440 15.64 8.36 -99.39 -0.27 -0.43 10.83 -0.02 0.03 0.03
441 15.64 8.36 -99.39 -0.24 -0.47 10.63 -0.03 0.03 0.02
442 15.64 8.36 -99.39 -0.24 -0.43 10.79 -0.03 0.03 0.03
443 15.64 8.36 -99.39 -0.12 -0.47 10.63 -0.02 0.03 0.04
444 15.55 8.36 -99.80 -0.20 -0.51 10.59 -0.02 0.02 0.03
445 15.55 8.36 -99.80 -0.27 -0.47 10.55 -0.02 0.03 0.03
446 15.55 8.36 -99.80 -0.27 -0.39 10.67 -0.03 0.03 0.03
447 15.55 8.36 -99.80 -0.16 -0.43 10.67 -0.03 0.03 0.04
448 15.55 8.36 -99.80 -0.27 -0.39 10.51 -0.03 0.03 0.04
449 15.55 8.36 -99.80 -0.24 -0.39 10.67 -0.02 0.02 0.03
450 15.55 8.45 -99.49 -0.24 -0.43 10.63 -0.02 0.02 0.03
451 15.55 8.45 -99.49 -0.24 -0.47 10.59 -0.02 0.03 0.03
452 15.55 8.45 -99.49 -0.27 -0.43 10.71 -0.03 0.04 0.03
453 15.55 8.45 -99.49 -0.27 -0.39 10.71 -0.03 0.03 0.03
454 15.55 8.45 -99.49 -0.27 -0.43 10.59 -0.02 0.02 0.03
455 15.55 8.45 -99.49 -0.24 -0.51 10.59 -0.02 0.02 0.03
456 15.55 8.45 -99.49 -0.27 -0.39 10.67 -0.02 0.03 0.03
457 15.36 8.18 -99.29 -0.24 -0.43 10.55 -0.02 0.03 0.03
458 15.36 8.18 -99.29 -0.24 -0.39 10.63 -0.03 0.03 0.03
459 15.36 8.18 -99.29 -0.24 -0.51 10.67 -0.03 0.03 0.03
460 15.36 8.18 -99.29 -0.20 -0.51 10.67 -0.03 0.02 0.03
461 15.36 8.18 -99.29 -0.27 -0.51 10.71 -0.02 0.02 0.03
462 15.36 8.18 -99.29 -0.24 -0.35 10.63 -0.03 0.03 0.03
463 15.36 8.18 -99.29 -0.20 -0.47 10.75 -0.03 0.03 0.03
464 15.27 8.45 -99.29 -0.20 -0.47 10.55 -0.02 0.03 0.03
465 15.27 8.45 -99.29 -0.31 -0.43 10.55 -0.02 0.02 0.03
466 15.27 8.45 -99.29 -0.35 -0.47 10.59 -0.02 0.02 0.04
467 15.27 8.45 -99.29 -0.16 -0.47 10.55 -0.02 0.02 0.04
468 15.27 8.45 -99.29 -0.27 -0.43 10.83 -0.03 0.03 0.03
469 15.27 8.45 -99.29 -0.27 -0.43 10.63 -0.03 0.03 0.03
470 15.27 8.45 -99.29 -0.24 -0.47 10.55 -0.02 0.02 0.03
471 15.27 8.36 -99.39 -0.20 -0.43 10.59 -0.02 0.02 0.02
472 15.27 8.36 -99.39 -0.16 -0.47 10.55 -0.02 0.03 0.04
473 15.27 8.36 -99.39 -0.20 -0.51 10.67 -0.03 0.03 0.04
474 15.27 8.36 -99.39 -0.16 -0.39 10.71 -0.03 0.03 0.03
475 15.27 8.36 -99.39 -0.24 -0.43 10.75 -0.02 0.03 0.03
476 15.27 8.36 -99.39 -0.16 -0.51 10.71 -0.02 0.02 0.03
477 15.27 8.36 -99.39 -0.24 -0.39 10.63 -0.02 0.02 0.03
478 15.45 8.45 -99.39 -0.27 -0.39 10.63 -0.02 0.03 0.04
479 15.45 8.45 -99.39 -0.27 -0.47 10.71 -0.02 0.04 0.02
480 15.45 8.45 -99.39 -0.24 -0.47 10.67 -0.02 0.03 0.02
481 15.45 8.45 -99.39 -0.27 -0.43 10.67 -0.02 0.03 0.02
482 15.45 8.45 -99.39 -0.24 -0.43 10.55 -0.02 0.02 0.02
483 15.45 8.45 -99.39 -0.20 -0.43 10.55 -0.03 0.03 0.04
484 15.36 8.55 -99.49 -0.31 -0.47 10.67 -0.03 0.03 0.04
485 15.36 8.55 -99.49 -0.20 -0.43 10.75 -0.02 0.03 0.02
486 15.36 8.55 -99.49 -0.20 -0.39 10.63 -0.02 0.03 0.03
487 15.36 8.55 -99.49 -0.31 -0.39 10.63 -0.02 0.02 0.03
488 15.36 8.55 -99.49 -0.20 -0.43 10.67 -0.02 0.02 0.04
489 15.36 8.55 -99.49 -0.24 -0.47 10.63 -0.02 0.03 0.03
490 15.36 8.55 -99.49 -0.24 -0.47 10.43 -0.02 0.04 0.01
491 15.36 8.55 -99.29 -0.31 -0.43 10.43 -0.02 0.03 0.03
492 15.36 8.55 -99.29 -0.27 -0.43 10.67 -0.02 0.02 0.03
493 15.36 8.55 -99.29 -0.24 -0.43 10.51 -0.02 0.02 0.02
494 15.36 8.55 -99.29 -0.31 -0.47 10.55 -0.02 0.03 0.02
495 15.36 8.55 -99.29 -0.24 -0.35 10.59 -0.03 0.03 0.03
496 15.36 8.55 -99.29 -0.20 -0.43 10.59 -0.03 0.03 0.03
497 15.36 8.55 -99.29 -0.31 -0.43 10.55 -0.02 0.03 0.02
498 15.18 8.45 -99.49 -0.27 -0.47 10.55 -0.02 0.02 0.02
499 15.18 8.45 -99.49 -0.20 -0.47 10.75 -0.02 0.03 0.03
500 15.18 8.45 -99.49 -0.16 -0.51 10.51 -0.03 0.03 0.03
501 15.18 8.45 -99.49 -0.27 -0.43 10.63 -0.02 0.03 0.02
502 15.18 8.45 -99.49 -0.24 -0.43 10.67 -0.02 0.03 0.03
503 15.18 8.45 -99.49 -0.24 -0.43 10.67 -0.02 0.02 0.03
504 15.18 8.45 -99.49 -0.20 -0.39 10.71 -0.02 0.02 0.03
505 15.36 8.36 -99.59 -0.24 -0.55 10.63 -0.02 0.03 0.03
506 15.36 8.36 -99.59 -0.20 -0.39 10.71 -0.03 0.03 0.03
507 15.36 8.36 -99.59 -0.24 -0.43 10.75 -0.02 0.03 0.02
508 15.36 8.36 -99.59 -0.24 -0.47 10.63 -0.02 0.02 0.03
509 15.36 8.36 -99.59 -0.27 -0.51 10.71 -0.02 0.02 0.02
510 15.36 8.36 -99.59 -0.24 -0.43 10.75 -0.02 0.03 0.03
511 15.36 8.36 -99.59 -0.31 -0.47 10.67 -0.02 0.03 0.03
512 15.45 8.36 -99.59 -0.20 -0.39 10.75 -0.02 0.03 0.03
513 15.45 8.36 -99.59 -0.24 -0.43 10.55 -0.02 0.02 0.03
514 15.45 8.36 -99.59 -0.20 -0.47 10.67 -0.02 0.02 0.03
515 15.45 8.36 -99.59 -0.31 -0.39 10.59 -0.02 0.02 0.03
516 15.45 8.36 -99.59 -0.31 -0.39 10.43 -0.02 0.02 0.04
517 15.45 8.36 -99.59 -0.27 -0.51 10.43 -0.02 0.03 0.02
518 0.00 0.00 0.00 -0.24 -0.43 10.59 -0.02 0.03 0.03
519 15.36 8.64 -99.69 -0.20 -0.39 10.79 -0.02 0.03 0.02
520 15.36 8.64 -99.69 -0.16 -0.47 10.59 -0.02 0.02 0.03
521 15.36 8.64 -99.69 -0.24 -0.43 10.79 -0.02 0.03 0.03
522 15.36 8.64 -99.69 -0.20 -0.47 10.75 -0.03 0.03 0.03
523 15.36 8.64 -99.69 -0.20 -0.51 10.75 -0.02 0.03 0.03
524 15.36 8.64 -99.69 -0.27 -0.39 10.71 -0.02 0.03 0.03
525 15.45 8.64 -99.18 -0.20 -0.47 10.59 -0.02 0.02 0.03
526 15.45 8.64 -99.18 -0.24 -0.51 10.59 -0.02 0.02 0.04
527 15.45 8.64 -99.18 -0.20 -0.39 10.63 -0.02 0.03 0.04
528 15.45 8.64 -99.18 -0.24 -0.47 10.67 -0.03 0.03 0.04
529 15.45 8.64 -99.18 -0.24 -0.47 10.67 -0.02 0.03 0.04
530 15.45 8.64 -99.18 -0.27 -0.39 10.59 -0.02 0.02 0.04
531 15.45 8.64 -99.18 -0.27 -0.47 10.59 -0.02 0.02 0.03
532 15.27 8.18 -99.39 -0.27 -0.35 10.63 -0.02 0.03 0.03
533 15.27 8.18 -99.39 -0.24 -0.43 10.59 -0.03 0.03 0.03
534 15.27 8.18 -99.39 -0.24 -0.47 10.75 -0.03 0.03 0.03
535 15.27 8.18 -99.39 -0.27 -0.47 10.59 -0.02 0.03 0.04
536 15.27 8.18 -99.39 -0.20 -0.35 10.63 -0.02 0.02 0.02
537 15.27 8.18 -99.39 -0.24 -0.47 10.67 -0.02 0.03 0.03
538 15.27 8.18 -99.39 -0.24 -0.39 10.63 -0.02 0.03 0.04
539 15.27 8.55 -99.49 -0.20 -0.43 10.63 -0.03 0.03 0.04
540 15.27 8.55 -99.49 -0.20 -0.59 10.75 -0.02 0.03 0.03
541 15.27 8.55 -99.49 -0.27 -0.51 10.75 -0.02 0.02 0.03
542 15.27 8.55 -99.49 -0.20 -0.43 10.63 -0.02 0.03 0.03
543 15.27 8.55 -99.49 -0.20 -0.43 10.59 -0.02 0.03 0.03
544 15.27 8.55 -99.49 -0.24 -0.47 10.51 -0.02 0.03 0.03
545 15.27 8.55 -99.49 -0.39 -0.39 10.75 -0.03 0.03 0.04
546 15.45 8.45 -99.69 -0.24 -0.43 10.55 -0.02 0.02 0.03
547 15.45 8.45 -99.69 -0.24 -0.47 10.59 -0.02 0.02 0.03
548 15.45 8.45 -99.69 -0.27 -0.47 10.55 -0.02 0.03 0.03
549 15.45 8.45 -99.69 -0.35 -0.51 10.63 -0.03 0.03 0.03
550 15.45 8.45 -99.69 -0.24 -0.35 10.63 -0.02 0.03 0.03
551 15.45 8.45 -99.69 -0.24 -0.39 10.67 -0.02 0.02 0.03
552 15.45 8.27 -99.59 -0.24 -0.51 10.75 -0.02 0.02 0.03
553 15.45 8.27 -99.59 -0.24 -0.39 10.67 -0.02 0.02 0.03
554 15.45 8.27 -99.59 -0.20 -0.39 10.71 -0.02 0.03 0.03
555 15.45 8.27 -99.59 -0.27 -0.43 10.63 -0.03 0.03 0.03
556 15.45 8.27 -99.59 -0.24 -0.39 10.63 -0.03 0.03 0.03
557 15.45 8.27 -99.59 -0.20 -0.47 10.63 -0.02 0.02 0.03
558 15.45 8.27 -99.59 -0.20 -0.47 10.67 -0.02 0.03 0.02
559 15.45 8.27 -99.59 -0.24 -0.43 10.59 -0.02 0.03 0.02
560 15.45 8.27 -99.59 -0.27 -0.43 10.67 -0.03 0.03 0.02
561 15.45 8.27 -99.59 -0.24 -0.39 10.59 -0.02 0.03 0.02
562 15.45 8.27 -99.59 -0.27 -0.47 10.75 -0.02 0.02 0.03
563 15.45 8.27 -99.59 -0.27 -0.47 10.67 -0.02 0.02 0.03
564 15.45 8.27 -99.59 -0.24 -0.39 10.63 -0.02 0.02 0.03
565 15.45 8.27 -99.59 -0.20 -0.47 10.59 -0.02 0.03 0.04
566 15.45 8.18 -99.69 -0.20 -0.47 10.43 -0.03 0.03 0.03
567 15.45 8.18 -99.69 -0.27 -0.51 10.47 -0.02 0.03 0.03
568 15.45 8.18 -99.69 -0.20 -0.51 10.67 -0.02 0.03 0.03
569 15.45 8.18 -99.69 -0.31 -0.51 10.51 -0.02 0.03 0.02
570 15.45 8.18 -99.69 -0.20 -0.51 10.83 -0.03 0.03 0.03
571 15.45 8.18 -99.69 -0.27 -0.47 10.71 -0.03 0.03 0.03
572 15.45 8.18 -99.69 -0.20 -0.43 10.83 -0.03 0.03 0.03
573 15.45 8.36 -99.29 -0.35 -0.47 10.59 -0.02 0.03 0.03
574 15.45 8.36 -99.29 -0.35 -0.43 10.51 -0.02 0.03 0.02
575 15.45 8.36 -99.29 -0.27 -0.51 10.59 -0.02 0.03 0.02
576 15.45 8.36 -99.29 -0.24 -0.43 10.67 -0.03 0.03 0.03
577 15.45 8.36 -99.29 -0.20 -0.47 10.55 -0.03 0.03 0.04
578 15.45 8.36 -99.29 -0.20 -0.47 10.67 -0.02 0.03 0.03
579 15.45 8.36 -99.29 -0.24 -0.39 10.67 -0.02 0.02 0.02
580 15.36 8.18 -99.59 -0.24 -0.51 10.59 -0.02 0.03 0.02
581 15.36 8.18 -99.59 -0.27 -0.43 10.71 -0.02 0.03 0.02
582 15.36 8.18 -99.59 -0.24 -0.51 10.71 -0.02 0.03 0.02
583 15.36 8.18 -99.59 -0.24 -0.47 10.71 -0.02 0.03 0.02
584 15.36 8.18 -99.59 -0.20 -0.43 10.55 -0.02 0.03 0.02
585 15.36 8.18 -99.59 -0.27 -0.43 10.59 -0.02 0.02 0.02
586 15.36 8.36 -99.90 -0.27 -0.43 10.67 -0.02 0.03 0.02
587 15.64 8.36 -99.90 -0.24 -0.43 10.59 -0.02 0.03 0.01
588 15.64 8.36 -99.90 -0.20 -0.51 10.67 -0.02 0.03 0.02
589 15.64 8.36 -99.90 -0.27 -0.47 10.63 -0.02 0.02 0.03
590 15.64 8.36 -99.90 -0.16 -0.43 10.67 -0.02 0.02 0.03
591 15.64 8.36 -99.90 -0.31 -0.51 10.63 -0.02 0.03 0.03
592 15.64 8.36 -99.90 -0.31 -0.51 10.63 -0.02 0.03 0.03
593 15.45 8.55 -99.59 -0.27 -0.47 10.51 -0.02 0.03 0.03
594 15.45 8.55 -99.59 -0.20 -0.43 10.63 -0.02 0.03 0.03
595 15.45 8.55 -99.59 -0.27 -0.39 10.59 -0.02 0.02 0.03
596 15.45 8.55 -99.59 -0.20 -0.43 10.79 -0.02 0.03 0.02
597 15.45 8.55 -99.59 -0.20 -0.43 10.47 -0.02 0.03 0.02
598 15.45 8.55 -99.59 -0.24 -0.47 10.75 -0.02 0.03 0.02
599 15.45 8.55 -99.59 -0.35 -0.39 10.59 -0.02 0.02 0.03
600 15.55 8.27 -99.39 -0.31 -0.43 10.79 -0.02 0.02 0.03
601 15.55 8.27 -99.39 -0.27 -0.35 10.75 -0.02 0.02 0.03
602 15.55 8.27 -99.39 -0.24 -0.47 10.71 -0.02 0.03 0.03
603 15.55 8.27 -99.39 -0.20 -0.39 10.63 -0.02 0.03 0.03
604 15.55 8.27 -99.39 -0.27 -0.51 10.63 -0.02 0.03 0.02
605 15.55 8.27 -99.39 -0.24 -0.43 10.71 -0.02 0.02 0.03
606 15.55 8.27 -99.39 -0.24 -0.47 10.59 -0.02 0.02 0.03
607 15.64 8.36 -99.39 -0.20 -0.47 10.67 -0.02 0.03 0.03
608 15.64 8.36 -99.39 -0.27 -0.35 10.67 -0.02 0.03 0.02
609 15.64 8.36 -99.39 -0.24 -0.43 10.63 -0.02 0.03 0.03
610 15.64 8.36 -99.39 -0.27 -0.43 10.67 -0.02 0.03 0.02
611 15.64 8.36 -99.39 -0.20 -0.43 10.63 -0.02 0.03 0.02
612 15.64 8.36 -99.39 -0.27 -0.39 10.67 -0.02 0.02 0.03
613 15.64 8.36 -99.39 -0.24 -0.43 10.67 -0.02 0.03 0.02
614 15.36 8.27 -99.29 -0.27 -0.47 10.63 -0.02 0.04 0.02
615 15.36 8.27 -99.29 -0.27 -0.39 10.67 -0.02 0.03 0.03
616 15.36 8.27 -99.29 -0.20 -0.47 10.79 -0.02 0.02 0.01
617 15.36 8.27 -99.29 -0.20 -0.47 10.67 -0.02 0.02 0.02
618 15.36 8.27 -99.29 -0.20 -0.39 10.67 -0.02 0.03 0.03
619 15.36 8.27 -99.29 -0.24 -0.43 10.67 -0.02 0.03 0.03
620 15.36 8.36 -99.29 -0.24 -0.35 10.67 -0.02 0.03 0.03
621 15.55 8.36 -99.29 -0.31 -0.43 10.71 -0.03 0.03 0.03
622 15.55 8.36 -99.29 -0.20 -0.43 10.75 -0.02 0.02 0.03
623 15.55 8.36 -99.29 -0.24 -0.47 10.75 -0.02 0.02 0.04
624 15.55 8.36 -99.29 -0.27 -0.35 10.55 -0.02 0.03 0.03
625 15.55 8.36 -99.29 -0.24 -0.39 10.87 -0.02 0.03 0.03
626 15.55 8.36 -99.29 -0.27 -0.43 10.63 -0.02 0.03 0.03
627 15.45 8.36 -99.39 -0.27 -0.39 10.63 -0.02 0.02 0.03
628 15.45 8.36 -99.39 -0.27 -0.43 10.63 -0.02 0.02 0.04
629 15.45 8.36 -99.39 -0.27 -0.43 10.59 -0.02 0.03 0.03
630 15.45 8.36 -99.39 -0.27 -0.39 10.55 -0.02 0.03 0.03
631 15.45 8.36 -99.39 -0.20 -0.47 10.63 -0.03 0.03 0.02
632 15.45 8.36 -99.39 -0.24 -0.47 10.71 -0.02 0.03 0.03
633 15.45 8.36 -99.39 -0.20 -0.47 10.63 -0.02 0.02 0.04
634 15.55 8.55 -99.29 -0.35 -0.35 10.63 -0.02 0.01 0.04
635 15.55 8.55 -99.29 -0.31 -0.39 10.59 -0.02 0.03 0.04
636 15.55 8.55 -99.29 -0.27 -0.39 10.67 -0.03 0.04 0.03
637 15.55 8.55 -99.29 -0.27 -0.43 10.67 -0.02 0.03 0.04
638 15.55 8.55 -99.29 -0.24 -0.47 10.67 -0.02 0.02 0.04
639 15.55 8.55 -99.29 -0.24 -0.47 10.67 -0.02 0.01 0.03
640 15.55 8.55 -99.29 -0.24 -0.51 10.63 -0.02 0.01 0.03
641 15.45 8.55 -99.29 -0.24 -0.43 10.59 -0.01 0.03 0.03
642 15.45 8.55 -99.29 -0.24 -0.39 10.67 -0.03 0.04 0.03
643 15.45 8.55 -99.29 -0.24 -0.55 10.51 -0.03 0.04 0.03
644 15.45 8.55 -99.29 -0.31 -0.55 10.51 -0.02 0.02 0.02
645 15.45 8.55 -99.29 -0.27 -0.43 10.75 -0.02 0.01 0.03
646 15.45 8.55 -99.29 -0.27 -0.43 10.43 -0.02 0.02 0.03
647 15.45 8.55 -99.29 -0.35 -0.39 10.67 -0.03 0.04 0.03
648 15.45 8.36 -99.39 -0.24 -0.47 10.67 -0.03 0.04 0.03
649 15.45 8.36 -99.39 -0.24 -0.51 10.55 -0.03 0.04 0.03
650 15.45 8.36 -99.39 -0.24 -0.43 10.71 -0.02 0.03 0.04
651 15.45 8.36 -99.39 -0.24 -0.43 10.59 -0.02 0.01 0.04
652 15.45 8.36 -99.39 -0.27 -0.39 10.51 -0.02 0.02 0.04
653 15.45 8.36 -99.39 -0.27 -0.51 10.55 -0.03 0.04 0.04
654 15.45 8.36 -99.59 -0.27 -0.43 10.67 -0.03 0.04 0.03
655 15.36 8.36 -99.59 -0.20 -0.43 10.63 -0.02 0.03 0.04
656 15.36 8.36 -99.59 -0.20 -0.39 10.71 -0.02 0.02 0.03
657 15.36 8.36 -99.59 -0.27 -0.39 10.55 -0.02 0.02 0.03
658 15.36 8.36 -99.59 -0.27 -0.47 10.63 -0.03 0.03 0.03
659 15.36 8.36 -99.59 -0.20 -0.43 10.63 -0.03 0.03 0.03
660 15.36 8.36 -99.59 -0.27 -0.43 10.59 -0.03 0.03 0.04
661 15.09 8.27 -99.29 -0.20 -0.39 10.71 -0.02 0.03 0.03
662 15.09 8.27 -99.29 -0.27 -0.43 10.59 -0.02 0.02 0.03
663 15.09 8.27 -99.29 -0.24 -0.47 10.63 -0.02 0.02 0.04
