SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
318 -14.36 -13.27 -100.51 0.98 -0.35 10.75 -0.03 0.07 0.11
319 -14.36 -13.27 -100.51 0.86 -0.27 10.75 -0.04 0.07 0.11
320 -14.36 -13.27 -100.51 0.94 -0.16 10.55 -0.02 0.09 0.11
321 -14.36 -13.27 -100.51 0.94 -0.43 10.36 -0.00 0.09 0.10
322 -14.36 -13.27 -100.51 0.98 -0.35 10.16 -0.02 0.08 0.10
323 -14.36 -13.27 -100.51 0.82 -0.39 10.04 -0.00 0.06 0.10
324 -14.36 -13.18 -100.61 0.75 -0.55 10.20 0.00 0.04 0.10
325 -14.36 -13.18 -100.61 0.78 -0.59 10.00 0.00 0.04 0.11
326 -14.36 -13.18 -100.61 0.71 -0.55 10.32 -0.01 0.02 0.11
327 -14.36 -13.18 -100.61 0.82 -0.63 10.16 -0.01 0.01 0.09
328 -14.36 -13.18 -100.61 0.98 -0.59 10.04 -0.02 0.00 0.09
329 -14.36 -13.18 -100.61 0.75 -0.47 10.32 -0.03 0.00 0.10
330 -14.36 -13.18 -100.61 0.75 -0.51 10.40 -0.05 -0.03 0.09
331 -14.55 -13.00 -100.41 0.94 -0.35 10.67 -0.06 -0.04 0.09
332 -14.55 -13.00 -100.41 0.94 -0.39 10.63 -0.04 -0.05 0.08
333 -14.55 -13.00 -100.41 0.82 -0.27 10.55 -0.03 -0.05 0.08
334 -14.55 -13.00 -100.41 0.90 -0.24 10.75 -0.01 -0.03 0.08
335 -14.55 -13.00 -100.41 0.94 -0.39 11.06 0.04 -0.02 0.08
336 -14.55 -13.00 -100.41 1.02 -0.35 10.79 0.05 -0.01 0.07
337 -14.55 -13.18 -100.20 1.02 -0.39 10.90 0.03 -0.01 0.06
338 -14.55 -13.18 -100.20 0.94 -0.43 10.90 0.03 -0.00 0.06
339 -14.55 -13.18 -100.20 0.98 -0.39 10.94 0.01 0.00 0.05
340 -14.55 -13.18 -100.20 0.98 -0.31 10.90 -0.02 0.02 0.04
341 -14.55 -13.18 -100.20 0.98 -0.35 10.79 -0.02 0.04 0.04
342 -14.55 -13.18 -100.20 1.02 -0.39 10.79 -0.04 0.04 0.04
343 -14.55 -13.18 -100.20 1.10 -0.31 10.75 -0.06 0.05 0.04
344 -14.55 -13.09 -100.41 1.02 -0.43 10.67 -0.06 0.05 0.04
345 -14.55 -13.09 -100.41 1.18 -0.71 10.51 -0.05 0.06 0.02
346 -14.55 -13.09 -100.41 1.14 -0.59 10.59 -0.03 0.05 0.03
347 -14.55 -13.09 -100.41 1.02 -0.47 10.67 -0.03 0.05 0.02
348 -14.55 -13.09 -100.41 1.14 -0.47 10.71 -0.03 0.04 0.04
349 -14.55 -13.09 -100.41 1.10 -0.47 10.79 -0.01 0.04 0.04
350 -14.55 -13.27 -100.61 1.10 -0.43 10.71 -0.02 0.04 0.05
351 -14.55 -13.27 -100.61 1.06 -0.35 10.67 -0.03 0.05 0.04
352 -14.55 -13.27 -100.61 1.10 -0.27 10.59 -0.02 0.05 0.03
353 -14.55 -13.27 -100.61 1.10 -0.35 10.63 -0.00 0.06 0.05
354 -14.55 -13.27 -100.61 0.98 -0.31 10.67 -0.02 0.05 0.04
355 -14.55 -13.27 -100.61 1.02 -0.31 10.67 -0.03 0.04 0.04
356 -14.55 -13.27 -100.61 1.02 -0.31 10.83 -0.01 0.04 0.04
357 -14.55 -13.09 -100.31 1.06 -0.39 10.79 0.00 0.04 0.03
358 -14.55 -13.09 -100.31 0.94 -0.59 10.67 -0.00 0.04 0.03
359 -14.55 -13.09 -100.31 0.94 -0.51 10.71 0.01 0.04 0.03
360 -14.55 -13.09 -100.31 0.98 -0.55 10.71 0.00 0.04 0.04
361 -14.55 -13.09 -100.31 0.94 -0.51 10.67 0.00 0.04 0.04
362 -14.55 -13.09 -100.31 0.90 -0.35 10.63 -0.01 0.05 0.06
363 -14.27 -13.27 -100.20 0.94 -0.31 10.59 -0.01 0.06 0.05
364 -14.27 -13.27 -100.20 0.94 -0.27 10.51 0.00 0.06 0.04
365 -14.27 -13.27 -100.20 1.02 -0.31 10.40 0.01 0.07 0.03
366 -14.27 -13.27 -100.20 0.94 -0.27 10.40 -0.01 0.06 0.03
367 -14.27 -13.27 -100.20 0.94 -0.39 10.36 -0.03 0.04 0.02
368 -14.27 -13.27 -100.20 0.90 -0.27 10.51 -0.04 0.02 0.03
369 -14.27 -13.27 -100.20 0.94 -0.24 10.55 -0.05 0.01 0.03
370 -14.36 -13.27 -100.20 1.02 -0.39 10.59 -0.03 0.01 0.02
371 -14.36 -13.27 -100.20 1.06 -0.35 10.67 -0.02 0.00 0.00
372 -14.36 -13.27 -100.20 1.06 -0.43 10.71 -0.02 0.01 0.01
373 -14.36 -13.27 -100.20 1.10 -0.43 10.79 -0.04 0.02 0.01
374 -14.36 -13.27 -100.20 1.06 -0.39 10.79 -0.04 0.02 0.01
375 -14.36 -13.27 -100.20 1.06 -0.55 10.63 -0.00 0.03 0.01
376 -14.18 -13.09 -100.41 1.14 -0.55 10.67 0.04 0.03 0.01
377 -14.18 -13.09 -100.41 1.14 -0.67 10.75 0.04 0.03 0.01
378 -14.18 -13.09 -100.41 1.18 -0.63 10.75 0.04 0.02 0.01
379 -14.18 -13.09 -100.41 1.14 -0.71 10.67 0.02 0.03 0.00
380 -14.18 -13.09 -100.41 1.14 -0.55 10.59 0.01 0.03 0.03
381 -14.18 -13.09 -100.41 1.18 -0.55 10.71 -0.03 0.03 0.04
382 -14.18 -13.09 -100.41 1.22 -0.47 10.75 -0.05 0.03 0.04
383 -14.27 -13.27 -100.41 1.14 -0.31 10.63 -0.06 0.03 0.04
384 -14.27 -13.27 -100.41 1.10 -0.31 10.75 -0.06 0.03 0.03
385 -14.27 -13.27 -100.41 1.06 -0.47 10.79 -0.03 0.03 0.04
386 -14.27 -13.27 -100.41 1.10 -0.55 10.83 -0.01 0.04 0.04
387 -14.27 -13.27 -100.41 1.06 -0.59 10.83 -0.01 0.05 0.05
388 -14.27 -13.27 -100.41 1.02 -0.59 10.67 -0.01 0.05 0.06
389 -14.18 -13.09 -100.51 1.02 -0.51 10.67 -0.01 0.07 0.06
390 -14.18 -13.09 -100.51 1.10 -0.47 10.63 -0.01 0.07 0.05
391 -14.18 -13.09 -100.51 1.02 -0.51 10.63 0.01 0.06 0.07
392 -14.18 -13.09 -100.51 1.02 -0.43 10.63 0.02 0.06 0.07
393 -14.18 -13.09 -100.51 0.98 -0.39 10.67 0.02 0.06 0.07
394 -14.18 -13.09 -100.51 0.90 -0.35 10.51 0.03 0.06 0.06
395 -14.18 -13.09 -100.51 0.90 -0.39 10.51 0.03 0.06 0.07
396 -14.18 -13.09 -100.31 0.98 -0.27 10.51 0.02 0.05 0.07
397 -14.18 -13.09 -100.31 0.90 -0.20 10.47 0.02 0.05 0.05
398 -14.18 -13.09 -100.31 0.82 -0.16 10.55 0.02 0.04 0.05
399 -14.18 -13.09 -100.31 0.90 -0.24 10.59 0.02 0.04 0.04
400 -14.18 -13.09 -100.31 0.82 -0.27 10.67 0.02 0.04 0.04
401 -14.18 -13.09 -100.31 0.78 -0.20 10.71 0.01 0.03 0.04
402 -14.18 -13.27 -100.41 0.82 -0.24 10.71 0.02 0.04 0.04
403 -14.18 -13.27 -100.41 0.78 -0.27 10.71 0.04 0.04 0.03
404 -14.18 -13.27 -100.41 0.86 -0.27 10.79 0.01 0.04 0.02
405 -14.18 -13.27 -100.41 0.78 -0.31 10.75 -0.01 0.04 0.02
406 -14.18 -13.27 -100.41 0.86 -0.24 10.51 -0.00 0.05 0.01
407 -14.18 -13.27 -100.41 0.75 -0.35 10.47 -0.00 0.05 0.01
408 -14.18 -13.27 -100.41 0.82 -0.39 10.43 0.03 0.06 0.01
409 -14.18 -13.36 -100.10 0.86 -0.51 10.40 0.04 0.05 0.01
410 -14.18 -13.36 -100.10 0.86 -0.35 10.47 0.04 0.04 0.01
411 -14.18 -13.36 -100.10 0.82 -0.39 10.55 0.03 0.03 0.01
412 -14.18 -13.36 -100.10 0.90 -0.35 10.51 0.01 0.01 0.01
413 -14.18 -13.36 -100.10 0.98 -0.35 10.63 0.01 0.01 0.00
414 -14.18 -13.36 -100.10 1.02 -0.24 10.67 0.00 -0.00 0.01
415 0.00 0.00 0.00 0.98 -0.35 10.79 0.02 -0.00 0.01
416 -14.27 -13.64 -100.20 1.02 -0.39 10.75 0.04 0.00 0.02
417 -14.27 -13.64 -100.20 1.06 -0.35 10.75 0.05 0.01 0.02
418 -14.27 -13.64 -100.20 1.06 -0.31 10.71 0.03 0.00 0.03
419 -14.27 -13.64 -100.20 1.06 -0.27 10.83 0.00 -0.01 0.02
420 -14.27 -13.64 -100.20 1.14 -0.27 11.02 0.00 -0.01 0.02
421 -14.27 -13.64 -100.20 1.14 -0.47 10.87 -0.01 -0.01 0.02
422 -14.36 -13.45 -99.80 1.18 -0.35 10.79 0.01 -0.00 0.02
423 -14.36 -13.45 -99.80 1.02 -0.35 10.79 -0.01 0.01 0.03
424 -14.36 -13.45 -99.80 1.06 -0.16 10.75 -0.03 0.01 0.04
425 -14.36 -13.45 -99.80 1.06 -0.27 10.67 -0.04 0.01 0.04
426 -14.36 -13.45 -99.80 1.02 -0.20 10.75 -0.02 0.02 0.04
427 -14.36 -13.45 -99.80 1.06 -0.27 10.75 -0.01 0.01 0.05
428 -14.36 -13.45 -99.80 1.10 -0.35 10.75 0.00 0.02 0.03
429 -14.36 -13.45 -100.00 1.02 -0.31 10.79 -0.00 0.02 0.04
430 -14.36 -13.45 -100.00 1.02 -0.31 10.71 0.00 0.03 0.04
431 -14.36 -13.45 -100.00 1.10 -0.31 10.63 0.03 0.04 0.05
432 -14.36 -13.45 -100.00 1.06 -0.31 10.59 0.04 0.05 0.05
433 -14.36 -13.45 -100.00 1.10 -0.39 10.63 0.03 0.04 0.05
434 -14.36 -13.45 -100.00 1.02 -0.31 10.71 0.03 0.03 0.03
435 -14.45 -14.09 -100.10 0.94 -0.35 10.67 0.03 0.03 0.03
436 -14.45 -14.09 -100.10 1.06 -0.51 10.75 0.04 0.03 0.04
437 -14.45 -14.09 -100.10 1.02 -0.35 10.79 0.03 0.03 0.03
438 -14.45 -14.09 -100.10 1.06 -0.43 10.79 0.01 0.03 0.04
439 -14.45 -14.09 -100.10 1.02 -0.43 10.79 0.01 0.04 0.04
440 -14.45 -14.09 -100.10 1.02 -0.47 10.71 0.03 0.05 0.04
441 -14.45 -14.09 -100.10 1.02 -0.35 10.67 0.03 0.06 0.04
442 -14.45 -13.73 -100.31 0.98 -0.27 10.63 0.01 0.07 0.05
443 -14.45 -13.73 -100.31 1.02 -0.12 10.63 -0.01 0.07 0.05
444 -14.45 -13.73 -100.31 0.98 -0.16 10.67 -0.01 0.07 0.04
445 -14.45 -13.73 -100.31 0.98 -0.12 10.63 0.02 0.08 0.05
446 -14.45 -13.73 -100.31 0.90 -0.08 10.63 0.05 0.08 0.05
447 -14.45 -13.73 -100.31 0.90 -0.12 10.51 0.05 0.09 0.04
448 -14.18 -13.82 -100.10 0.82 -0.16 10.47 0.03 0.08 0.04
449 -14.18 -13.82 -100.10 0.86 -0.08 10.51 0.03 0.08 0.00
450 -14.18 -13.82 -100.10 0.90 -0.20 10.51 -0.01 0.06 0.03
451 -14.18 -13.82 -100.10 0.86 -0.20 10.47 -0.03 0.05 0.02
452 -14.18 -13.82 -100.10 0.86 -0.16 10.59 -0.03 0.04 0.04
453 -14.18 -13.82 -100.10 0.82 -0.24 10.63 -0.03 0.03 0.04
454 -14.18 -13.82 -100.10 0.86 -0.24 10.51 0.01 0.03 0.03
455 -14.18 -14.00 -100.20 0.94 -0.12 10.71 0.02 0.03 0.04
456 -14.18 -14.00 -100.20 0.94 -0.20 10.67 0.01 0.02 0.03
457 -14.18 -14.00 -100.20 1.02 -0.20 10.79 0.01 0.02 0.02
458 -14.18 -14.00 -100.20 0.98 -0.20 10.75 0.01 0.03 0.02
459 -14.18 -14.00 -100.20 1.06 -0.27 10.51 0.02 0.04 0.02
460 -14.18 -14.00 -100.20 1.02 -0.35 10.51 0.04 0.05 0.02
461 -14.27 -13.73 -100.31 1.06 -0.51 10.47 0.06 0.05 0.04
462 -14.27 -13.73 -100.31 1.02 -0.47 10.51 0.03 0.04 0.03
463 -14.27 -13.73 -100.31 1.02 -0.39 10.51 -0.01 0.03 0.04
464 -14.27 -13.73 -100.31 0.90 -0.51 10.67 -0.00 0.03 0.04
465 -14.27 -13.73 -100.31 1.02 -0.51 10.59 -0.00 0.02 0.05
466 -14.27 -13.73 -100.31 0.90 -0.39 10.63 -0.01 0.01 0.06
467 -14.27 -13.73 -100.31 1.02 -0.39 10.55 -0.03 0.01 0.07
468 -13.82 -14.18 -100.00 0.86 -0.39 10.59 -0.01 0.01 0.06
469 -13.82 -14.18 -100.00 0.94 -0.35 10.59 0.02 0.01 0.07
470 -13.82 -14.18 -100.00 0.98 -0.35 10.59 0.05 0.01 0.08
471 -13.82 -14.18 -100.00 1.06 -0.20 10.67 0.07 0.00 0.09
472 -13.82 -14.18 -100.00 1.02 -0.20 10.87 0.08 -0.01 0.09
473 -13.82 -14.18 -100.00 1.10 -0.16 10.83 0.07 -0.01 0.09
474 -14.27 -14.09 -99.39 0.94 -0.16 10.79 0.06 -0.00 0.09
475 -14.27 -14.09 -99.39 1.02 -0.16 10.87 0.04 0.00 0.09
476 -14.27 -14.09 -99.39 1.06 -0.04 10.87 0.03 0.01 0.10
477 -14.27 -14.09 -99.39 1.06 0.00 10.87 0.01 0.02 0.10
478 -14.27 -14.09 -99.39 1.10 0.08 10.83 0.01 0.02 0.08
479 -14.27 -14.09 -99.39 1.10 0.04 10.79 0.01 0.03 0.08
480 -14.27 -14.09 -99.39 1.18 0.04 10.83 0.03 0.04 0.08
481 -14.27 -14.09 -99.80 1.14 -0.04 10.79 0.03 0.04 0.07
482 -14.27 -14.09 -99.80 1.14 -0.12 10.79 0.03 0.03 0.07
483 -14.27 -14.09 -99.80 1.06 -0.04 10.98 0.03 0.03 0.06
484 -14.27 -14.09 -99.80 1.02 -0.04 11.06 -0.00 0.04 0.06
485 -14.27 -14.09 -99.80 1.02 0.00 10.94 -0.00 0.05 0.06
486 -14.27 -14.09 -99.80 1.02 -0.04 10.87 0.00 0.07 0.07
487 -14.27 -14.09 -99.80 1.02 -0.04 10.87 -0.01 0.07 0.06
488 -14.27 -14.18 -100.00 1.06 0.08 10.59 -0.02 0.07 0.06
489 -14.27 -14.18 -100.00 0.94 0.08 10.59 -0.02 0.06 0.05
490 -14.27 -14.18 -100.00 1.06 -0.04 10.90 -0.02 0.06 0.05
491 -14.27 -14.18 -100.00 0.98 -0.12 10.94 0.00 0.05 0.06
492 -14.27 -14.18 -100.00 0.94 -0.27 10.94 0.01 0.05 0.07
493 -14.27 -14.18 -100.00 1.02 -0.12 10.79 -0.01 0.06 0.07
494 -14.09 -14.18 -99.90 0.82 -0.16 10.79 -0.02 0.08 0.08
495 -14.09 -14.18 -99.90 0.71 -0.08 10.51 -0.03 0.07 0.09
496 -14.09 -14.18 -99.90 0.82 -0.16 10.59 -0.05 0.07 0.09
497 -14.09 -14.18 -99.90 0.82 -0.04 10.55 -0.07 0.06 0.09
498 -14.09 -14.18 -99.90 0.67 0.08 10.51 -0.07 0.05 0.09
499 -14.09 -14.18 -99.90 0.71 0.08 10.47 -0.06 0.03 0.10
500 -14.09 -14.18 -99.90 0.59 0.04 10.47 -0.04 0.02 0.08
501 -14.18 -14.45 -99.69 0.71 0.00 10.75 0.00 0.02 0.08
502 -14.18 -14.45 -99.69 0.63 -0.08 10.71 0.03 0.02 0.08
503 -14.18 -14.45 -99.69 0.59 -0.12 10.67 0.03 0.02 0.08
504 -14.18 -14.45 -99.69 0.78 -0.08 10.87 0.02 0.03 0.08
505 -14.18 -14.45 -99.69 0.71 0.04 10.75 -0.01 0.03 0.07
506 -14.18 -14.45 -99.69 0.75 0.04 10.90 -0.03 0.03 0.06
507 -14.18 -14.45 -99.69 0.78 0.00 10.63 -0.06 0.03 0.06
508 -14.45 -14.09 -99.80 0.78 0.08 10.79 -0.06 0.03 0.04
509 -14.45 -14.09 -99.80 0.82 -0.04 10.55 -0.03 0.03 0.04
510 -14.45 -14.09 -99.80 0.90 -0.12 10.51 -0.03 0.03 0.04
511 -14.45 -14.09 -99.80 0.82 -0.04 10.67 -0.07 0.02 0.04
512 -14.45 -14.09 -99.80 0.75 0.04 10.83 -0.09 0.03 0.03
513 -14.45 -14.09 -99.80 0.75 0.12 10.83 -0.09 0.04 0.02
514 -14.18 -13.73 -100.00 0.78 0.00 10.47 -0.09 0.04 0.01
515 -14.18 -13.73 -100.00 0.86 -0.08 10.43 -0.08 0.04 0.01
516 -14.18 -13.73 -100.00 0.82 0.00 10.40 -0.07 0.04 0.01
517 -14.18 -13.73 -100.00 0.71 -0.04 10.47 -0.04 0.04 0.01
518 -14.18 -13.73 -100.00 0.78 -0.16 10.40 0.03 0.04 -0.00
519 -14.18 -13.73 -100.00 0.75 -0.27 10.08 0.07 0.04 -0.01
520 -14.18 -13.73 -100.00 0.86 -0.43 10.28 0.09 0.02 -0.01
521 -14.27 -14.27 -100.00 0.90 -0.31 10.36 0.05 0.00 -0.01
522 -14.27 -14.27 -100.00 0.90 -0.24 10.51 -0.01 -0.00 -0.00
523 -14.27 -14.27 -100.00 0.82 -0.20 10.24 -0.02 -0.02 -0.00
524 -14.27 -14.27 -100.00 0.82 -0.16 10.24 -0.01 -0.03 0.00
525 -14.27 -14.27 -100.00 0.98 -0.08 10.24 -0.00 -0.05 0.01
526 -14.27 -14.27 -100.00 0.86 0.00 10.28 0.00 -0.07 0.02
527 -14.36 -14.45 -99.69 0.90 -0.08 10.51 0.01 -0.08 0.03
528 -14.36 -14.45 -99.69 1.02 0.00 10.40 0.02 -0.08 0.03
529 -14.36 -14.45 -99.69 1.02 0.31 10.59 0.01 -0.09 0.02
530 -14.36 -14.45 -99.69 1.06 0.35 10.63 0.02 -0.10 0.01
531 -14.36 -14.45 -99.69 1.06 0.35 10.51 0.02 -0.10 -0.01
532 -14.36 -14.45 -99.69 1.06 0.31 10.87 0.03 -0.12 -0.01
533 -14.36 -14.45 -99.69 0.94 0.24 10.75 0.04 -0.13 -0.04
534 -14.64 -14.45 -99.80 0.90 0.00 10.87 0.07 -0.13 -0.04
535 -14.64 -14.45 -99.80 0.98 -0.04 10.83 0.08 -0.13 -0.04
536 -14.64 -14.45 -99.80 1.06 -0.04 11.14 0.08 -0.12 -0.05
537 -14.64 -14.45 -99.80 1.10 0.00 11.02 0.05 -0.10 -0.05
538 -14.64 -14.45 -99.80 1.10 -0.04 10.98 0.02 -0.09 -0.05
539 -14.64 -14.45 -99.80 1.22 -0.20 11.18 0.01 -0.07 -0.06
540 -14.91 -14.55 -99.49 1.29 -0.35 11.06 -0.01 -0.05 -0.07
541 -14.91 -14.55 -99.49 1.22 -0.31 11.02 -0.02 -0.02 -0.06
542 -14.91 -14.55 -99.49 1.22 -0.39 10.83 -0.01 0.00 -0.06
543 -14.91 -14.55 -99.49 1.41 -0.35 10.98 -0.01 0.01 -0.06
544 -14.91 -14.55 -99.49 1.33 -0.47 10.87 -0.01 0.02 -0.05
545 -14.91 -14.55 -99.49 1.29 -0.43 10.83 -0.00 0.02 -0.03
546 -14.91 -14.55 -99.49 1.37 -0.47 10.75 0.02 0.03 -0.02
547 -14.73 -14.45 -99.29 1.33 -0.39 10.55 0.06 0.04 -0.01
548 -14.73 -14.45 -99.29 1.37 -0.43 10.75 0.04 0.04 -0.01
549 -14.73 -14.45 -99.29 1.45 -0.47 10.90 0.05 0.03 0.00
550 -14.73 -14.45 -99.29 1.41 -0.27 10.87 0.04 0.03 0.02
551 -14.73 -14.45 -99.29 1.41 -0.24 10.75 0.02 0.04 0.03
552 -14.73 -14.45 -99.29 1.37 -0.08 10.79 -0.01 0.05 0.03
553 -14.73 -14.55 -99.59 1.49 -0.04 10.75 -0.02 0.04 0.04
554 -14.73 -14.55 -99.59 1.45 0.08 10.94 -0.01 0.03 0.04
555 -14.73 -14.55 -99.59 1.37 0.04 10.90 0.00 0.03 0.03
556 -14.73 -14.55 -99.59 1.33 -0.04 10.94 0.04 0.03 0.03
557 -14.73 -14.55 -99.59 1.33 0.08 11.02 0.06 0.05 0.04
558 -14.73 -14.55 -99.59 1.29 0.00 10.79 0.07 0.06 0.05
559 -14.73 -14.55 -99.59 1.22 0.00 10.67 0.07 0.06 0.05
560 -15.00 -14.91 -99.39 1.22 -0.08 10.63 0.07 0.07 0.06
561 -15.00 -14.91 -99.39 1.18 -0.08 10.75 0.05 0.06 0.07
562 -15.00 -14.91 -99.39 1.14 -0.04 10.67 0.03 0.06 0.08
563 -15.00 -14.91 -99.39 1.06 0.04 10.75 -0.02 0.06 0.07
564 -15.00 -14.91 -99.39 1.10 0.08 10.75 -0.04 0.06 0.07
565 -15.00 -14.91 -99.39 1.02 0.12 10.67 -0.04 0.06 0.08
566 -15.00 -14.91 -99.39 1.02 0.20 10.71 -0.03 0.06 0.07
567 -14.73 -15.00 -99.08 0.98 0.04 10.63 -0.01 0.06 0.05
568 -14.73 -15.00 -99.08 0.98 -0.08 10.59 0.01 0.05 0.05
569 -14.73 -15.00 -99.08 1.06 -0.04 10.63 -0.01 0.05 0.06
570 -14.73 -15.00 -99.08 1.10 -0.04 10.67 -0.01 0.04 0.06
571 -14.73 -15.00 -99.08 1.02 -0.04 10.55 -0.05 0.04 0.06
572 -14.73 -15.00 -99.08 1.02 -0.08 10.55 -0.05 0.04 0.06
573 -14.91 -14.82 -99.39 1.02 0.00 10.51 -0.05 0.05 0.05
574 -14.91 -14.82 -99.39 0.94 0.04 10.51 -0.04 0.04 0.07
575 -14.91 -14.82 -99.39 0.90 -0.04 10.51 -0.01 0.02 0.08
576 -14.91 -14.82 -99.39 0.90 0.04 10.67 -0.00 0.01 0.05
577 -14.91 -14.82 -99.39 0.98 -0.08 10.75 0.00 0.01 0.04
578 -14.91 -14.82 -99.39 0.98 -0.08 10.79 0.01 0.01 0.03
579 -14.91 -14.82 -99.39 0.98 -0.12 10.75 0.01 0.03 0.03
580 -14.82 -14.36 -99.49 1.10 0.00 10.75 0.02 0.05 0.03
581 -14.82 -14.36 -99.49 1.02 -0.04 10.79 0.01 0.06 0.05
582 -14.82 -14.36 -99.49 1.10 0.00 10.87 0.01 0.06 0.07
583 -14.82 -14.36 -99.49 0.98 0.04 10.83 0.01 0.07 0.07
584 -14.82 -14.36 -99.49 0.94 0.08 10.55 0.02 0.08 0.07
585 -14.82 -14.36 -99.49 0.98 0.16 10.47 0.04 0.09 0.08
586 -14.82 -14.36 -99.49 0.86 0.24 10.47 0.04 0.08 0.07
587 -14.64 -15.00 -99.08 0.86 0.35 10.40 0.04 0.06 0.06
588 -14.64 -15.00 -99.08 0.86 0.35 10.55 0.03 0.04 0.04
589 -14.64 -15.00 -99.08 1.14 0.16 10.63 0.02 0.02 0.03
590 -14.64 -15.00 -99.08 0.98 0.12 10.63 0.02 0.01 0.01
591 -14.64 -15.00 -99.08 0.90 0.08 10.63 0.00 0.01 0.02
592 -14.64 -15.00 -99.08 0.86 0.12 10.75 0.00 0.01 0.02
593 -14.64 -15.00 -99.08 0.82 0.12 10.55 -0.01 0.01 0.02
594 -15.09 -14.64 -99.39 0.71 0.00 10.40 -0.00 0.01 0.02
595 -15.09 -14.64 -99.39 1.02 0.00 10.43 -0.00 0.00 0.02
596 -15.09 -14.64 -99.39 0.94 0.08 10.55 -0.00 -0.01 0.02
597 -15.09 -14.64 -99.39 0.98 0.00 10.43 0.01 -0.02 0.01
598 -15.09 -14.64 -99.39 1.02 -0.04 10.47 0.00 -0.04 0.03
599 -15.09 -14.64 -99.39 0.94 0.08 10.55 -0.04 -0.06 0.02
600 -14.73 -15.00 -99.39 1.06 0.08 10.98 -0.04 -0.07 0.01
601 -14.73 -15.00 -99.39 1.10 0.08 11.06 -0.03 -0.06 0.00
602 -14.73 -15.00 -99.39 1.10 0.12 11.10 0.00 -0.04 0.01
603 -14.73 -15.00 -99.39 1.22 0.00 10.75 0.01 -0.03 0.01
604 -14.73 -15.00 -99.39 1.14 -0.08 10.79 0.01 -0.03 0.01
605 -14.73 -15.00 -99.39 1.10 -0.04 10.83 0.00 -0.02 0.00
606 -14.73 -15.00 -99.39 1.22 -0.04 10.79 0.00 -0.01 0.01
607 -15.00 -14.91 -98.98 1.33 -0.04 10.63 0.02 0.00 0.01
608 -15.00 -14.91 -98.98 1.22 -0.12 10.67 0.02 0.00 0.02
609 -15.00 -14.91 -98.98 1.26 -0.04 10.59 0.00 -0.01 0.03
610 -15.00 -14.91 -98.98 1.22 -0.04 10.75 0.00 -0.02 0.03
611 -15.00 -14.91 -98.98 1.14 0.00 10.79 -0.01 -0.02 0.03
612 -15.00 -14.91 -98.98 1.22 0.00 10.83 -0.03 -0.02 0.04
613 -14.91 -14.73 -99.59 1.22 0.00 10.87 -0.04 -0.01 0.04
614 -14.91 -14.73 -99.59 1.26 -0.04 10.83 -0.03 -0.01 0.04
615 -14.91 -14.73 -99.59 1.26 -0.04 10.87 -0.02 0.00 0.04
616 -14.91 -14.73 -99.59 1.22 0.04 10.87 -0.01 0.01 0.05
617 -14.91 -14.73 -99.59 1.22 0.04 10.75 -0.01 0.01 0.05
618 -14.91 -14.73 -99.59 1.14 0.08 10.67 -0.00 0.02 0.05
619 -14.91 -14.73 -99.59 1.14 0.12 10.67 -0.00 0.02 0.05
620 -15.09 -15.18 -98.88 1.06 0.24 10.59 -0.01 0.02 0.06
621 -15.09 -15.18 -98.88 1.18 0.24 10.47 -0.02 0.02 0.05
622 -15.09 -15.18 -98.88 1.10 0.24 10.59 -0.01 0.01 0.04
623 -15.09 -15.18 -98.88 1.10 0.08 10.67 -0.00 0.00 0.04
624 -15.09 -15.18 -98.88 1.14 0.08 10.59 -0.01 -0.00 0.02
625 -15.09 -15.18 -98.88 1.18 0.20 10.63 -0.01 -0.00 0.01
626 -15.09 -15.18 -98.88 1.06 0.00 10.67 -0.01 -0.00 0.02
627 -15.18 -14.91 -99.18 1.18 0.00 10.59 -0.01 0.00 0.02
628 -15.18 -14.91 -99.18 1.10 0.08 10.63 -0.01 0.00 0.03
629 -15.18 -14.91 -99.18 1.14 0.04 10.63 -0.01 0.00 0.03
630 -15.18 -14.91 -99.18 1.18 0.04 10.71 -0.00 0.00 0.03
