SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
324 -6.45 5.64 -100.41 -1.92 2.16 11.18 0.69 0.78 1.29
325 -6.45 5.64 -100.41 -1.84 2.20 10.90 0.58 0.46 1.36
326 -6.45 5.64 -100.41 -2.08 2.31 10.98 0.62 0.24 1.42
327 -6.45 5.64 -100.41 -2.04 2.28 10.83 0.61 0.24 1.42
328 -6.45 5.64 -100.41 -2.08 2.59 10.87 0.54 0.09 1.45
329 -6.45 5.64 -100.41 -2.20 2.43 10.63 0.43 0.04 1.42
330 -6.45 5.64 -100.41 -2.20 2.28 10.24 0.35 0.02 1.42
331 -5.64 4.64 -101.02 -2.16 2.43 10.28 0.23 0.01 1.37
332 -5.64 4.64 -101.02 -2.12 2.24 10.16 0.09 0.08 1.23
333 -5.64 4.64 -101.02 -2.24 2.59 10.20 -0.01 0.16 1.08
334 -5.64 4.64 -101.02 -2.24 2.39 10.24 0.03 0.26 0.96
335 -5.64 4.64 -101.02 -2.35 2.39 10.24 0.03 0.26 0.96
336 -5.64 4.64 -101.02 -2.16 2.67 10.16 0.11 0.44 0.87
337 -5.64 4.64 -101.02 -1.96 2.79 10.36 0.17 0.54 0.78
338 -4.27 4.36 -100.82 -1.84 2.67 10.71 0.22 0.46 0.76
339 -4.27 4.36 -100.82 -1.73 2.59 10.28 0.21 0.37 0.81
340 -4.27 4.36 -100.82 -2.00 2.63 10.32 0.19 0.35 0.80
341 -4.27 4.36 -100.82 -2.12 2.47 9.69 0.19 0.41 0.75
342 -4.27 4.36 -100.82 -2.28 2.43 9.73 0.23 0.57 0.66
343 -4.27 4.36 -100.82 -2.24 2.71 10.24 0.23 0.57 0.66
344 -4.27 4.36 -100.82 -1.88 2.75 10.40 0.26 0.80 0.52
345 -2.91 4.09 -101.53 -1.96 2.90 10.32 0.24 0.84 0.43
346 -2.91 4.09 -101.53 -2.31 3.02 10.59 0.18 0.71 0.39
347 -2.91 4.09 -101.53 -2.39 3.06 10.00 0.12 0.50 0.35
348 -2.91 4.09 -101.53 -2.43 2.90 10.00 0.07 0.29 0.33
349 -2.91 4.09 -101.53 -2.51 3.02 10.08 0.00 0.14 0.31
350 -2.91 4.09 -101.53 -2.47 3.14 9.92 -0.01 0.09 0.30
351 -2.91 4.09 -101.53 -2.16 2.86 10.08 -0.01 0.08 0.29
352 -2.36 3.82 -101.22 -2.16 2.71 10.04 -0.01 0.08 0.29
353 -2.36 3.82 -101.22 -2.20 2.67 10.04 0.00 0.06 0.25
354 -2.36 3.82 -101.22 -2.35 2.79 10.08 0.01 0.10 0.21
355 -2.36 3.82 -101.22 -2.31 2.79 10.24 0.02 0.15 0.13
356 -2.36 3.82 -101.22 -2.51 2.82 10.32 0.01 0.13 0.07
357 -2.36 3.82 -101.22 -2.51 2.79 10.24 -0.02 0.11 0.00
358 -2.36 3.82 -101.22 -2.51 2.82 10.36 -0.03 0.11 -0.05
359 -2.18 3.91 -101.12 -2.39 2.90 10.55 -0.02 0.09 -0.08
360 -2.18 3.91 -101.12 -2.35 3.02 10.28 0.02 0.06 -0.09
361 -2.18 3.91 -101.12 -2.24 2.86 10.24 0.02 0.06 -0.09
362 -2.18 3.91 -101.12 -2.12 2.82 10.32 -0.02 0.03 -0.09
363 -2.18 3.91 -101.12 -2.24 2.90 10.16 -0.04 0.02 -0.09
364 -2.18 3.91 -101.12 -2.28 2.79 10.12 -0.06 0.02 -0.09
365 -2.18 3.91 -101.12 -2.16 2.86 10.40 -0.04 0.05 -0.09
366 -2.45 4.36 -101.63 -2.08 2.67 10.36 -0.01 0.05 -0.09
367 -2.45 4.36 -101.63 -2.28 2.82 10.36 -0.01 -0.02 -0.06
368 -2.45 4.36 -101.63 -2.39 2.98 10.43 -0.01 -0.05 -0.06
369 -2.45 4.36 -101.63 -2.39 2.90 10.40 0.01 -0.06 -0.06
370 -2.45 4.36 -101.63 -2.47 2.79 10.32 0.00 -0.08 -0.04
371 -2.45 4.36 -101.63 -2.43 2.90 10.24 0.01 -0.04 -0.02
372 -2.45 3.91 -101.12 -2.51 3.02 10.24 0.01 -0.04 -0.02
373 -2.45 3.91 -101.12 -2.39 2.94 10.36 0.02 0.02 -0.02
374 -2.45 3.91 -101.12 -2.31 2.94 10.28 0.00 0.04 -0.00
375 -2.45 3.91 -101.12 -2.24 2.86 10.28 0.01 0.05 0.01
376 -2.45 3.91 -101.12 -2.28 2.86 10.08 0.04 0.05 0.02
377 -2.45 3.91 -101.12 -2.20 2.90 9.96 0.06 0.04 0.04
378 -2.45 3.91 -101.12 -2.20 2.90 10.04 0.01 0.02 0.04
379 -2.55 4.09 -101.33 -2.28 2.86 10.04 -0.04 0.02 0.04
380 -2.55 4.09 -101.33 -2.28 2.82 10.00 -0.08 0.01 0.04
381 -2.55 4.09 -101.33 -2.28 2.82 10.16 -0.08 0.01 0.05
382 -2.55 4.09 -101.33 -2.43 2.86 10.12 -0.09 0.01 0.05
383 -2.55 4.09 -101.33 -2.51 2.90 10.16 -0.08 0.00 0.05
384 -2.55 4.09 -101.33 -2.47 2.94 10.20 -0.10 0.00 0.05
385 -2.55 4.09 -101.33 -2.35 2.98 10.36 -0.10 0.02 0.04
386 -2.45 4.27 -101.22 -2.39 2.98 10.16 -0.05 0.04 0.02
387 -2.45 4.27 -101.22 -2.47 2.98 10.00 -0.03 0.07 0.01
388 -2.45 4.27 -101.22 -2.47 3.06 10.08 -0.03 0.13 -0.01
389 -2.45 4.27 -101.22 -2.24 2.90 10.28 -0.07 0.13 -0.03
390 -2.45 4.27 -101.22 -2.16 2.86 10.24 -0.11 0.10 -0.01
391 -2.45 4.27 -101.22 -2.12 2.79 10.08 -0.11 0.10 -0.00
392 -2.45 4.27 -101.22 -2.28 2.79 10.12 -0.09 0.07 -0.00
393 -2.18 4.27 -101.02 -2.28 2.82 10.16 -0.07 0.05 0.01
394 -2.18 4.27 -101.02 -2.47 2.98 10.28 -0.05 0.05 -0.01
395 -2.18 4.27 -101.02 -2.47 2.98 10.40 -0.05 0.05 -0.03
396 -2.18 4.27 -101.02 -2.47 2.94 10.28 -0.04 0.05 -0.02
397 -2.18 4.27 -101.02 -2.43 3.02 10.28 -0.01 0.09 -0.03
398 -2.18 4.27 -101.02 -2.31 2.82 10.32 -0.01 0.11 -0.05
399 -2.18 4.36 -101.02 -2.28 2.86 10.36 -0.05 0.07 -0.04
400 -2.18 4.36 -101.02 -2.31 2.71 10.43 -0.07 0.04 -0.06
401 -2.18 4.36 -101.02 -2.31 2.86 10.47 -0.02 0.02 -0.09
402 -2.18 4.36 -101.02 -2.39 2.82 10.40 -0.02 0.02 -0.12
403 -2.18 4.36 -101.02 -2.47 2.86 10.32 0.04 0.02 -0.12
404 -2.18 4.36 -101.02 -2.35 2.86 10.28 0.06 0.04 -0.14
405 -2.18 4.36 -101.02 -2.35 2.90 10.32 0.02 0.05 -0.17
406 -2.18 4.55 -101.33 -2.59 2.75 10.12 -0.03 0.02 -0.16
407 -2.18 4.55 -101.33 -2.59 2.94 10.00 -0.04 0.01 -0.14
408 -2.18 4.55 -101.33 -2.47 2.82 10.16 -0.05 0.03 -0.13
409 -2.18 4.55 -101.33 -2.43 2.75 10.24 -0.05 0.06 -0.13
410 -2.18 4.55 -101.33 -2.43 2.79 10.20 -0.04 0.06 -0.11
411 -2.18 4.55 -101.33 -2.51 2.82 10.04 -0.05 0.05 -0.10
412 -2.18 4.55 -101.33 -2.28 2.79 10.00 -0.10 0.10 -0.13
413 -2.27 4.45 -101.02 -2.43 2.75 10.08 -0.10 0.10 -0.14
414 -2.27 4.45 -101.02 -2.51 2.82 10.28 -0.08 0.14 -0.14
415 -2.27 4.45 -101.02 -2.55 2.86 10.32 -0.06 0.12 -0.15
416 -2.27 4.45 -101.02 -2.63 2.90 10.20 -0.07 0.10 -0.12
417 -2.27 4.45 -101.02 -2.63 2.79 10.00 -0.06 0.09 -0.09
418 -2.27 4.45 -101.02 -2.55 2.79 10.12 -0.07 0.07 -0.05
419 -2.27 4.45 -101.02 -2.59 2.71 10.12 -0.10 0.08 -0.01
420 -2.18 4.91 -100.92 -2.55 2.71 10.16 -0.13 0.10 -0.01
421 -2.18 4.91 -100.92 -2.43 2.67 10.20 -0.12 0.10 -0.00
422 -2.18 4.91 -100.92 -2.47 2.55 10.16 -0.08 0.09 0.01
423 -2.18 4.91 -100.92 -2.47 2.67 10.16 -0.03 0.11 0.02
424 -2.18 4.91 -100.92 -2.51 2.79 10.16 -0.03 0.11 0.02
425 -2.18 4.91 -100.92 -2.59 2.75 10.28 -0.04 0.10 0.03
426 -1.91 4.91 -101.12 -2.59 2.79 10.24 -0.07 0.07 0.05
427 -1.91 4.91 -101.12 -2.59 2.67 10.32 -0.09 0.04 0.07
428 -1.91 4.91 -101.12 -2.55 2.63 10.47 -0.09 0.04 0.07
429 -1.91 4.91 -101.12 -2.71 2.71 10.32 -0.04 0.04 0.08
430 -1.91 4.91 -101.12 -2.67 2.71 10.20 -0.05 0.06 0.09
431 -1.91 4.91 -101.12 -2.63 2.71 10.20 -0.06 0.06 0.09
432 -1.91 4.91 -101.12 -2.55 2.63 10.36 -0.08 0.07 0.10
433 -2.00 4.91 -100.82 -2.47 2.55 10.24 -0.09 0.06 0.11
434 -2.00 4.91 -100.82 -2.35 2.59 10.32 -0.09 0.06 0.11
435 -2.00 4.91 -100.82 -2.51 2.59 10.32 -0.08 0.06 0.13
436 -2.00 4.91 -100.82 -2.55 2.63 10.28 -0.07 0.05 0.13
437 -2.00 4.91 -100.82 -2.59 2.67 10.32 -0.06 0.03 0.15
438 -2.00 4.91 -100.82 -2.67 2.67 10.28 -0.06 0.00 0.16
439 -2.00 4.91 -100.82 -2.55 2.63 10.24 -0.06 -0.02 0.16
440 -1.73 5.00 -100.92 -2.59 2.67 10.28 -0.02 -0.01 0.19
441 -1.73 5.00 -100.92 -2.51 2.71 10.28 -0.01 0.02 0.18
442 -1.73 5.00 -100.92 -2.47 2.63 10.16 -0.03 0.03 0.19
443 -1.73 5.00 -100.92 -2.51 2.67 10.16 -0.06 0.02 0.17
444 -1.73 5.00 -100.92 -2.55 2.75 10.36 -0.06 0.02 0.17
445 -1.73 5.00 -100.92 -2.67 2.63 10.36 -0.11 0.00 0.17
446 -1.73 5.00 -100.92 -2.67 2.75 10.36 -0.13 -0.01 0.15
447 -1.91 5.09 -101.22 -2.59 2.75 10.36 -0.11 0.01 0.14
448 -1.91 5.09 -101.22 -2.55 2.75 10.36 -0.07 0.02 0.12
449 -1.91 5.09 -101.22 -2.55 2.90 10.32 -0.01 0.01 0.11
450 -1.91 5.09 -101.22 -2.51 2.75 10.20 -0.03 -0.01 0.12
451 -1.91 5.09 -101.22 -2.43 2.67 10.28 -0.03 -0.03 0.11
452 -1.91 5.09 -101.22 -2.47 2.59 10.28 -0.03 -0.02 0.09
453 0.00 0.00 0.00 -2.35 2.55 10.16 -0.01 -0.00 0.07
454 -1.82 5.09 -101.02 -2.55 2.67 10.12 -0.01 -0.00 0.07
455 -1.82 5.09 -101.02 -2.47 2.67 10.12 0.02 0.04 0.03
456 -1.82 5.09 -101.02 -2.59 2.71 10.28 -0.02 0.05 0.01
457 -1.82 5.09 -101.02 -2.51 2.71 10.43 -0.04 0.05 -0.01
458 -1.82 5.09 -101.02 -2.47 2.63 10.36 -0.04 0.08 -0.01
459 -1.82 5.09 -101.02 -2.35 2.59 10.32 -0.01 0.11 -0.01
460 -1.73 5.18 -101.02 -2.43 2.59 10.28 0.03 0.13 -0.01
461 -1.73 5.18 -101.02 -2.47 2.59 10.12 0.04 0.11 -0.03
462 -1.73 5.18 -101.02 -2.59 2.71 10.16 0.03 0.09 -0.05
463 -1.73 5.18 -101.02 -2.51 2.63 10.16 0.03 0.08 -0.06
464 -1.73 5.18 -101.02 -2.59 2.63 10.47 0.02 0.08 -0.06
465 -1.73 5.18 -101.02 -2.39 2.67 10.40 -0.01 0.06 -0.07
466 -1.73 5.18 -101.02 -2.63 2.71 10.40 -0.04 0.00 -0.07
467 -1.73 5.36 -100.82 -2.59 2.75 10.20 -0.04 -0.01 -0.08
468 -1.73 5.36 -100.82 -2.67 2.67 10.28 -0.03 0.04 -0.12
469 -1.73 5.36 -100.82 -2.59 2.75 10.28 -0.02 0.08 -0.14
470 -1.73 5.36 -100.82 -2.59 2.67 10.32 -0.02 0.14 -0.16
471 -1.73 5.36 -100.82 -2.59 2.71 10.32 -0.04 0.14 -0.17
472 -1.73 5.36 -100.82 -2.63 2.67 10.24 -0.00 0.14 -0.17
473 -1.73 5.36 -100.82 -2.67 2.55 10.04 0.02 0.17 -0.16
474 -1.55 5.09 -100.92 -2.59 2.59 10.08 0.02 0.16 -0.17
475 -1.55 5.09 -100.92 -2.67 2.63 10.24 0.00 0.16 -0.17
476 -1.55 5.09 -100.92 -2.75 2.59 10.16 -0.01 0.14 -0.17
477 -1.55 5.09 -100.92 -2.79 2.63 10.20 -0.03 0.09 -0.14
478 -1.55 5.09 -100.92 -2.75 2.59 10.04 -0.03 0.05 -0.12
479 -1.55 5.09 -100.92 -2.75 2.67 10.00 -0.05 0.04 -0.11
480 -1.73 5.55 -101.12 -2.71 2.67 10.32 -0.08 0.02 -0.08
481 -1.73 5.55 -101.12 -2.79 2.51 10.20 -0.13 0.01 -0.07
482 -1.73 5.55 -101.12 -2.67 2.55 10.24 -0.13 0.03 -0.05
483 -1.73 5.55 -101.12 -2.67 2.47 10.20 -0.10 0.06 -0.01
484 -1.73 5.55 -101.12 -2.59 2.47 10.32 -0.07 0.07 0.01
485 -1.73 5.55 -101.12 -2.55 2.47 10.32 -0.07 0.07 0.04
486 -1.73 5.55 -101.12 -2.67 2.43 10.12 -0.05 0.05 0.04
487 -1.55 5.73 -100.82 -2.71 2.55 10.12 -0.06 0.01 0.07
488 -1.55 5.73 -100.82 -2.71 2.55 10.28 -0.07 -0.02 0.09
489 -1.55 5.73 -100.82 -2.71 2.55 10.24 -0.05 -0.00 0.13
490 -1.55 5.73 -100.82 -2.75 2.55 10.08 -0.03 0.05 0.13
491 -1.55 5.73 -100.82 -2.71 2.47 10.16 -0.01 0.06 0.13
492 -1.55 5.73 -100.82 -2.67 2.59 10.28 -0.01 0.06 0.11
493 -1.55 5.73 -100.82 -2.67 2.59 10.36 -0.02 0.01 0.09
494 -1.45 5.45 -100.92 -2.75 2.59 10.40 -0.00 -0.02 0.07
495 -1.45 5.45 -100.92 -2.67 2.67 10.32 -0.00 -0.02 0.06
496 -1.45 5.45 -100.92 -2.67 2.55 10.36 0.00 -0.02 0.06
497 -1.45 5.45 -100.92 -2.55 2.55 10.24 -0.02 -0.02 0.05
498 -1.45 5.45 -100.92 -2.71 2.71 10.24 -0.03 -0.08 0.05
499 -1.45 5.45 -100.92 -2.63 2.47 10.16 -0.04 -0.11 0.06
500 -1.45 5.45 -100.92 -2.51 2.51 10.28 -0.07 -0.12 0.04
501 -1.64 5.73 -100.82 -2.59 2.63 10.32 -0.07 -0.09 0.01
502 -1.64 5.73 -100.82 -2.63 2.55 10.28 -0.08 -0.07 -0.01
503 -1.64 5.73 -100.82 -2.75 2.51 10.20 -0.07 -0.07 -0.03
504 -1.64 5.73 -100.82 -2.86 2.59 10.16 -0.06 -0.04 -0.04
505 -1.64 5.73 -100.82 -2.63 2.51 10.12 -0.05 0.00 -0.07
506 -1.64 5.73 -100.82 -2.55 2.51 10.24 -0.04 0.02 -0.07
507 -1.73 5.91 -100.82 -2.47 2.55 10.20 -0.04 0.02 -0.07
508 -1.73 5.91 -100.82 -2.47 2.47 10.24 -0.03 0.02 -0.08
509 -1.73 5.91 -100.82 -2.51 2.47 10.16 -0.03 -0.04 -0.05
510 -1.73 5.91 -100.82 -2.51 2.43 10.24 -0.04 -0.08 -0.05
511 -1.73 5.91 -100.82 -2.63 2.55 10.20 -0.03 -0.11 -0.07
512 -1.73 5.91 -100.82 -2.55 2.59 10.12 -0.02 -0.12 -0.10
513 -1.73 5.91 -100.82 -2.47 2.47 10.32 0.01 -0.10 -0.13
514 -2.36 5.91 -100.92 -2.43 2.55 10.40 0.02 -0.06 -0.16
515 -2.36 5.91 -100.92 -2.35 2.51 10.40 0.02 -0.06 -0.20
516 -2.36 5.91 -100.92 -2.43 2.63 10.36 0.03 -0.08 -0.23
517 -2.36 5.91 -100.92 -2.43 2.47 10.32 0.04 -0.11 -0.27
518 -2.36 5.91 -100.92 -2.63 2.63 10.28 0.06 -0.12 -0.33
519 -2.36 5.91 -100.92 -2.59 2.59 10.40 0.06 -0.12 -0.41
520 -2.36 5.91 -100.92 -2.59 2.63 10.40 0.06 -0.10 -0.41
521 -2.82 6.00 -101.22 -2.55 2.63 10.36 0.03 -0.09 -0.48
522 -2.82 6.00 -101.22 -2.51 2.51 10.28 0.00 -0.08 -0.54
523 -2.82 6.00 -101.22 -2.67 2.43 10.24 -0.01 -0.06 -0.58
524 -2.82 6.00 -101.22 -2.55 2.59 10.24 0.03 -0.02 -0.62
525 -2.82 6.00 -101.22 -2.59 2.59 10.24 0.08 0.07 -0.70
526 -2.82 6.00 -101.22 -2.51 2.43 10.24 0.12 0.14 -0.77
527 -2.91 5.55 -101.43 -2.63 2.31 10.47 0.19 0.16 -0.84
528 -2.91 5.55 -101.43 -2.59 2.63 10.12 0.25 0.18 -0.91
529 -2.91 5.55 -101.43 -2.67 2.43 10.28 0.30 0.15 -0.99
530 -2.91 5.55 -101.43 -2.86 2.08 10.40 0.30 0.15 -0.99
531 -2.91 5.55 -101.43 -3.02 2.67 9.81 0.33 0.10 -1.05
532 -2.91 5.55 -101.43 -3.14 2.71 9.85 0.34 0.10 -1.13
533 -2.91 5.55 -101.43 -2.94 2.43 10.08 0.38 0.15 -1.23
534 -3.18 4.73 -101.63 -2.98 2.59 10.28 0.39 0.26 -1.31
535 -3.18 4.73 -101.63 -2.82 2.59 10.40 0.37 0.32 -1.38
536 -3.18 4.73 -101.63 -2.75 2.51 10.32 0.30 0.24 -1.44
537 -3.18 4.73 -101.63 -3.18 2.59 10.04 0.28 0.13 -1.49
538 -3.18 4.73 -101.63 -3.26 2.43 10.24 0.24 0.05 -1.56
539 -3.18 4.73 -101.63 -3.26 2.20 10.12 0.24 0.05 -1.63
540 -3.18 4.73 -101.63 -3.33 2.31 10.16 0.08 0.01 -1.64
541 -3.64 4.27 -101.53 -3.45 2.24 10.04 -0.07 0.07 -1.78
542 -3.64 4.27 -101.53 -3.53 2.04 9.77 -0.07 0.19 -1.91
543 -3.64 4.27 -101.53 -3.65 1.77 9.89 0.05 0.30 -2.04
544 -3.64 4.27 -101.53 -3.80 1.96 9.73 0.15 0.43 -2.18
545 -3.64 4.27 -101.53 -3.61 2.24 10.20 0.33 0.56 -2.33
546 -3.64 4.27 -101.53 -3.57 2.08 10.16 0.50 0.63 -2.38
547 -3.64 4.27 -101.53 -4.00 2.04 10.04 0.61 0.64 -2.41
548 -3.00 3.18 -101.33 -3.84 2.00 10.24 0.77 0.62 -2.42
549 -3.00 3.18 -101.33 -4.00 2.16 10.12 0.77 0.62 -2.42
550 -3.00 3.18 -101.33 -3.96 2.16 10.12 0.86 0.50 -2.40
551 -3.00 3.18 -101.33 -4.24 2.28 10.47 0.93 0.40 -2.37
552 -3.00 3.18 -101.33 -4.31 2.04 10.32 0.75 0.23 -2.29
553 -3.00 3.18 -101.33 -4.55 2.00 10.08 0.34 0.02 -2.26
554 -3.00 3.18 -101.33 -4.20 1.73 10.08 -0.06 -0.15 -2.21
555 -3.00 3.18 -101.33 -3.73 1.57 10.00 -0.39 -0.30 -2.19
556 -3.00 3.18 -101.33 -3.37 1.14 9.77 -0.43 -0.31 -2.21
557 -3.00 3.18 -101.33 -0.75 -0.51 10.12 -0.21 -0.17 -2.32
558 -3.00 3.18 -101.33 -1.57 -0.47 10.24 0.05 -0.05 -2.30
559 -3.00 3.18 -101.33 -4.47 0.78 10.36 0.13 -0.00 -2.32
560 -3.00 3.18 -101.33 -4.31 1.02 9.85 0.13 -0.00 -2.32
561 -3.91 2.64 -101.43 -4.86 1.14 9.85 0.15 -0.01 -2.36
562 -3.91 2.64 -101.43 -4.51 1.14 10.08 0.12 -0.09 -2.32
563 -3.91 2.64 -101.43 -3.61 0.47 9.92 0.09 -0.16 -2.29
564 -3.91 2.64 -101.43 -4.55 1.45 9.61 0.08 -0.21 -2.31
565 -3.91 2.64 -101.43 -4.08 0.86 10.08 0.11 -0.21 -2.32
566 -3.91 2.64 -101.43 -4.67 1.06 10.28 0.16 -0.27 -2.22
567 -3.91 2.64 -101.43 -4.00 0.71 10.32 -0.20 -0.50 -2.02
568 -5.36 2.64 -101.63 -3.73 0.35 10.24 -0.73 -0.72 -1.91
569 -5.36 2.64 -101.63 -4.28 0.59 10.04 -1.06 -0.76 -1.91
570 -5.36 2.64 -101.63 -4.04 0.12 9.69 -1.18 -0.66 -1.93
571 -5.36 2.64 -101.63 -4.00 -0.20 9.92 -1.18 -0.66 -1.93
572 -5.36 2.64 -101.63 -3.80 -0.04 10.12 -1.05 -0.46 -1.98
573 -5.36 2.64 -101.63 -3.77 -0.35 9.96 -0.83 -0.28 -2.05
574 0.00 0.00 0.00 -3.88 -0.51 9.92 -0.46 -0.09 -2.05
575 -7.00 3.91 -101.53 -3.96 -0.78 9.77 -0.04 0.13 -2.08
576 -7.00 3.91 -101.53 -4.20 -0.82 9.61 0.29 0.35 -2.24
577 -7.00 3.91 -101.53 -4.82 -0.43 9.85 0.58 0.56 -2.45
578 -7.00 3.91 -101.53 -5.02 -0.43 10.83 0.56 0.56 -2.55
579 -7.00 3.91 -101.53 -4.24 -0.67 10.63 -0.10 0.16 -2.40
580 -7.00 3.91 -101.53 -3.77 -0.47 10.36 -0.79 -0.26 -2.23
581 -7.64 3.91 -101.22 -3.61 -0.82 9.73 -1.08 -0.41 -2.17
582 -7.64 3.91 -101.22 -3.61 -1.26 10.08 -1.16 -0.36 -2.15
583 -7.64 3.91 -101.22 -3.53 -1.26 10.12 -1.16 -0.36 -2.23
584 -7.64 3.91 -101.22 -3.45 -0.94 9.85 -1.02 -0.21 -2.22
585 -7.64 3.91 -101.22 -3.61 -1.45 10.04 -0.67 -0.04 -2.24
586 -7.64 3.91 -101.22 -3.57 -1.80 9.73 -0.11 0.09 -2.10
587 -7.64 3.91 -101.22 -3.77 -1.77 9.92 0.40 0.17 -2.03
588 -8.55 3.82 -101.43 -3.84 -1.77 10.20 0.83 0.23 -2.03
589 -8.55 3.82 -101.43 -4.12 -1.65 10.59 0.92 0.19 -2.03
590 -8.55 3.82 -101.43 -3.69 -1.65 10.43 0.60 -0.05 -1.93
591 -8.55 3.82 -101.43 -3.37 -1.73 10.20 0.16 -0.34 -1.81
592 -8.55 3.82 -101.43 -3.37 -1.41 10.32 -0.12 -0.45 -1.78
593 -8.55 3.82 -101.43 -3.22 -1.49 10.28 -0.23 -0.46 -1.75
594 -9.82 3.00 -100.92 -3.02 -1.84 9.85 -0.36 -0.45 -1.70
595 -9.82 3.00 -100.92 -3.18 -1.41 10.20 -0.32 -0.39 -1.69
596 -9.82 3.00 -100.92 -2.55 -1.80 10.20 -0.04 -0.26 -1.62
597 -9.82 3.00 -100.92 -2.79 -1.92 10.16 -0.04 -0.26 -1.62
598 -9.82 3.00 -100.92 -2.94 -2.39 10.16 0.27 -0.12 -1.63
599 -9.82 3.00 -100.92 -2.98 -2.47 9.96 0.47 -0.02 -1.73
600 -9.82 3.00 -100.92 -2.98 -2.59 9.85 0.58 0.08 -1.86
601 -10.18 1.36 -100.82 -3.14 -2.43 10.16 0.55 0.18 -2.03
602 -10.18 1.36 -100.82 -3.10 -2.47 10.28 0.50 0.25 -2.18
603 -10.18 1.36 -100.82 -2.86 -1.73 10.51 0.56 0.26 -2.30
604 -10.18 1.36 -100.82 -2.67 -1.10 10.51 0.53 0.27 -2.32
605 -10.18 1.36 -100.82 -2.63 -1.41 10.28 0.42 0.18 -2.14
606 -10.18 1.36 -100.82 -2.55 -2.04 10.16 0.28 0.04 -1.91
607 -10.09 -0.45 -100.82 -2.67 -2.51 10.20 0.21 0.01 -1.93
608 -10.09 -0.45 -100.82 -2.55 -2.59 9.89 0.17 0.08 -2.21
609 -10.09 -0.45 -100.82 -3.06 -2.00 10.28 0.20 0.15 -2.54
610 -10.09 -0.45 -100.82 -3.14 -1.49 10.75 0.41 0.11 -2.58
611 -10.09 -0.45 -100.82 -2.43 -2.71 10.28 0.41 0.11 -2.42
612 -10.09 -0.45 -100.82 -2.35 -2.59 9.96 0.87 -0.10 -2.39
613 -10.09 -0.45 -100.82 -2.43 -1.84 10.24 1.40 -0.28 -2.35
614 -10.00 -4.73 -100.51 -2.55 -1.92 10.47 1.72 -0.28 -2.38
615 -10.00 -4.73 -100.51 -2.86 -1.45 10.59 1.75 -0.21 -2.39
616 -10.00 -4.73 -100.51 -2.79 -1.02 10.43 1.56 -0.13 -2.49
617 -10.00 -4.73 -100.51 -1.41 -1.18 10.32 1.26 -0.14 -2.50
618 -10.00 -4.73 -100.51 -2.63 0.00 10.67 1.04 -0.17 -2.32
619 -10.00 -4.73 -100.51 -2.08 -0.27 10.55 0.99 -0.14 -2.05
620 -10.00 -8.55 -100.61 -1.92 -0.71 10.67 0.79 -0.19 -1.63
621 -10.00 -8.55 -100.61 -1.53 -1.41 10.40 0.51 -0.29 -1.18
622 -10.00 -8.55 -100.61 -1.18 -2.24 10.12 0.38 -0.33 -0.86
623 -10.00 -8.55 -100.61 -0.67 -2.86 9.89 0.34 -0.24 -1.06
624 -10.00 -8.55 -100.61 -1.29 -2.67 10.75 0.37 -0.07 -1.57
625 -10.00 -8.55 -100.61 -1.80 -1.77 10.94 0.35 -0.04 -1.70
626 -10.00 -8.55 -100.61 -1.88 -1.06 10.55 0.26 -0.09 -1.63
627 -9.55 -9.73 -99.59 -2.12 -0.67 10.59 0.14 -0.05 -1.49
628 -9.55 -9.73 -99.59 -2.31 -0.27 10.63 0.09 0.03 -1.32
629 -9.55 -9.73 -99.59 -2.12 -0.39 10.47 -0.06 0.04 -1.10
630 -9.55 -9.73 -99.59 -1.73 -0.51 10.36 -0.10 0.02 -0.92
631 -9.55 -9.73 -99.59 -1.77 -0.59 10.51 -0.12 0.02 -0.92
632 -9.55 -9.73 -99.59 -1.41 -0.90 10.55 -0.09 0.01 -0.74
633 -9.00 -10.09 -100.20 -1.33 -1.65 10.71 -0.08 0.03 -0.55
634 -9.00 -10.09 -100.20 -1.49 -1.84 10.90 -0.07 0.12 -0.34
635 -9.00 -10.09 -100.20 -1.45 -2.00 10.98 -0.14 0.19 -0.25
636 -9.00 -10.09 -100.20 -1.53 -2.20 10.98 -0.26 0.19 -0.23
637 -9.00 -10.09 -100.20 -1.61 -1.77 10.90 -0.31 0.09 -0.26
638 -9.00 -10.09 -100.20 -1.69 -1.61 10.83 -0.35 -0.09 -0.28
639 -9.00 -10.09 -100.20 -1.69 -1.65 10.90 -0.30 -0.22 -0.30
640 -9.00 -9.64 -100.10 -1.73 -1.57 11.14 -0.19 -0.29 -0.39
641 -9.00 -9.64 -100.10 -1.53 -1.45 10.67 -0.09 -0.34 -0.43
642 -9.00 -9.64 -100.10 -1.69 -1.45 10.71 0.05 -0.34 -0.39
643 -9.00 -9.64 -100.10 -1.45 -1.53 10.94 0.17 -0.33 -0.36
644 -9.00 -9.64 -100.10 -1.18 -1.69 10.59 0.22 -0.37 -0.33
645 -9.00 -9.64 -100.10 -0.98 -1.84 10.75 0.19 -0.39 -0.28
646 -9.91 -10.09 -99.80 -1.10 -1.61 10.43 0.18 -0.41 -0.21
647 -9.91 -10.09 -99.80 -1.10 -1.73 10.67 0.21 -0.42 -0.17
648 -9.91 -10.09 -99.80 -1.18 -1.41 10.67 0.22 -0.42 -0.20
